id,title,authors,categories,abstract,update_date,versions
2001.000027,Research Paper on AI Topic 27,"Author 27, Co-author 27",cs.AI,This is abstract for paper 27 discussing machine learning topics.,2020-04-28,1
2001.000028,Research Paper on AI Topic 28,"Author 28, Co-author 28",cs.AI,This is abstract for paper 28 discussing machine learning topics.,2021-05-01,1
2001.000029,Research Paper on AI Topic 29,"Author 29, Co-author 29",cs.AI,This is abstract for paper 29 discussing machine learning topics.,2022-06-02,1
2001.000030,Research Paper on AI Topic 30,"Author 30, Co-author 30",cs.AI,This is abstract for paper 30 discussing machine learning topics.,2020-07-03,1
2001.000031,Research Paper on AI Topic 31,"Author 31, Co-author 31",cs.LG,This is abstract for paper 31 discussing machine learning topics.,2021-08-04,1
2001.000032,Research Paper on AI Topic 32,"Author 32, Co-author 32",cs.LG,This is abstract for paper 32 discussing machine learning topics.,2022-09-05,1
2001.000033,Research Paper on AI Topic 33,"Author 33, Co-author 33",cs.LG,This is abstract for paper 33 discussing machine learning topics.,2020-10-06,1
2001.000034,Research Paper on AI Topic 34,"Author 34, Co-author 34",cs.LG,This is abstract for paper 34 discussing machine learning topics.,2021-11-07,1
2001.000035,Research Paper on AI Topic 35,"Author 35, Co-author 35",cs.LG,This is abstract for paper 35 discussing machine learning topics.,2022-12-08,1
2001.000036,Research Paper on AI Topic 36,"Author 36, Co-author 36",cs.LG,This is abstract for paper 36 discussing machine learning topics.,2020-01-09,1
2001.000037,Research Paper on AI Topic 37,"Author 37, Co-author 37",cs.LG,This is abstract for paper 37 discussing machine learning topics.,2021-02-10,1
2001.000038,Research Paper on AI Topic 38,"Author 38, Co-author 38",cs.LG,This is abstract for paper 38 discussing machine learning topics.,2022-03-11,1
2001.000039,Research Paper on AI Topic 39,"Author 39, Co-author 39",cs.LG,This is abstract for paper 39 discussing machine learning topics.,2020-04-12,1
2001.000040,Research Paper on AI Topic 40,"Author 40, Co-author 40",cs.LG,This is abstract for paper 40 discussing machine learning topics.,2021-05-13,1
2001.000041,Research Paper on AI Topic 41,"Author 41, Co-author 41",cs.LG,This is abstract for paper 41 discussing machine learning topics.,2022-06-14,1
2001.000042,Research Paper on AI Topic 42,"Author 42, Co-author 42",cs.LG,This is abstract for paper 42 discussing machine learning topics.,2020-07-15,1
2001.000043,Research Paper on AI Topic 43,"Author 43, Co-author 43",cs.LG,This is abstract for paper 43 discussing machine learning topics.,2021-08-16,1
2001.000044,Research Paper on AI Topic 44,"Author 44, Co-author 44",cs.LG,This is abstract for paper 44 discussing machine learning topics.,2022-09-17,1
2001.000045,Research Paper on AI Topic 45,"Author 45, Co-author 45",cs.LG,This is abstract for paper 45 discussing machine learning topics.,2020-10-18,1
2001.000046,Research Paper on AI Topic 46,"Author 46, Co-author 46",cs.LG,This is abstract for paper 46 discussing machine learning topics.,2021-11-19,1
2001.000047,Research Paper on AI Topic 47,"Author 47, Co-author 47",cs.LG,This is abstract for paper 47 discussing machine learning topics.,2022-12-20,1
2001.000048,Research Paper on AI Topic 48,"Author 48, Co-author 48",cs.LG,This is abstract for paper 48 discussing machine learning topics.,2020-01-21,1
2001.000049,Research Paper on AI Topic 49,"Author 49, Co-author 49",cs.LG,This is abstract for paper 49 discussing machine learning topics.,2021-02-22,1
2001.000050,Research Paper on AI Topic 50,"Author 50, Co-author 50",cs.LG,This is abstract for paper 50 discussing machine learning topics.,2022-03-23,1
2001.000051,Research Paper on AI Topic 51,"Author 51, Co-author 51",cs.LG,This is abstract for paper 51 discussing machine learning topics.,2020-04-24,1
2001.000052,Research Paper on AI Topic 52,"Author 52, Co-author 52",cs.LG,This is abstract for paper 52 discussing machine learning topics.,2021-05-25,1
2001.000053,Research Paper on AI Topic 53,"Author 53, Co-author 53",cs.LG,This is abstract for paper 53 discussing machine learning topics.,2022-06-26,1
2001.000054,Research Paper on AI Topic 54,"Author 54, Co-author 54",cs.LG,This is abstract for paper 54 discussing machine learning topics.,2020-07-27,1
2001.000055,Research Paper on AI Topic 55,"Author 55, Co-author 55",cs.LG,This is abstract for paper 55 discussing machine learning topics.,2021-08-28,1
2001.000056,Research Paper on AI Topic 56,"Author 56, Co-author 56",cs.CV,This is abstract for paper 56 discussing machine learning topics.,2022-09-01,1
2001.000057,Research Paper on AI Topic 57,"Author 57, Co-author 57",cs.CV,This is abstract for paper 57 discussing machine learning topics.,2020-10-02,1
2001.000058,Research Paper on AI Topic 58,"Author 58, Co-author 58",cs.CV,This is abstract for paper 58 discussing machine learning topics.,2021-11-03,1
2001.000059,Research Paper on AI Topic 59,"Author 59, Co-author 59",cs.CV,This is abstract for paper 59 discussing machine learning topics.,2022-12-04,1
2001.000060,Research Paper on AI Topic 60,"Author 60, Co-author 60",cs.CV,This is abstract for paper 60 discussing machine learning topics.,2020-01-05,1
2001.000061,Research Paper on AI Topic 61,"Author 61, Co-author 61",cs.CV,This is abstract for paper 61 discussing machine learning topics.,2021-02-06,1
2001.000062,Research Paper on AI Topic 62,"Author 62, Co-author 62",cs.CV,This is abstract for paper 62 discussing machine learning topics.,2022-03-07,1
2001.000063,Research Paper on AI Topic 63,"Author 63, Co-author 63",cs.CV,This is abstract for paper 63 discussing machine learning topics.,2020-04-08,1
2001.000064,Research Paper on AI Topic 64,"Author 64, Co-author 64",cs.CV,This is abstract for paper 64 discussing machine learning topics.,2021-05-09,1
2001.000065,Research Paper on AI Topic 65,"Author 65, Co-author 65",cs.CV,This is abstract for paper 65 discussing machine learning topics.,2022-06-10,1
2001.000066,Research Paper on AI Topic 66,"Author 66, Co-author 66",cs.CV,This is abstract for paper 66 discussing machine learning topics.,2020-07-11,1
2001.000067,Research Paper on AI Topic 67,"Author 67, Co-author 67",cs.CV,This is abstract for paper 67 discussing machine learning topics.,2021-08-12,1
2001.000068,Research Paper on AI Topic 68,"Author 68, Co-author 68",cs.CV,This is abstract for paper 68 discussing machine learning topics.,2022-09-13,1
2001.000069,Research Paper on AI Topic 69,"Author 69, Co-author 69",cs.CV,This is abstract for paper 69 discussing machine learning topics.,2020-10-14,1
2001.000070,Research Paper on AI Topic 70,"Author 70, Co-author 70",cs.CV,This is abstract for paper 70 discussing machine learning topics.,2021-11-15,1
2001.000071,Research Paper on AI Topic 71,"Author 71, Co-author 71",cs.CV,This is abstract for paper 71 discussing machine learning topics.,2022-12-16,1
2001.000072,Research Paper on AI Topic 72,"Author 72, Co-author 72",cs.CV,This is abstract for paper 72 discussing machine learning topics.,2020-01-17,1
2001.000073,Research Paper on AI Topic 73,"Author 73, Co-author 73",cs.CV,This is abstract for paper 73 discussing machine learning topics.,2021-02-18,1
2001.000074,Research Paper on AI Topic 74,"Author 74, Co-author 74",cs.CV,This is abstract for paper 74 discussing machine learning topics.,2022-03-19,1
2001.000075,Research Paper on AI Topic 75,"Author 75, Co-author 75",cs.CV,This is abstract for paper 75 discussing machine learning topics.,2020-04-20,1
2001.000076,Research Paper on AI Topic 76,"Author 76, Co-author 76",stat.ML,This is abstract for paper 76 discussing machine learning topics.,2021-05-21,1
2001.000077,Research Paper on AI Topic 77,"Author 77, Co-author 77",stat.ML,This is abstract for paper 77 discussing machine learning topics.,2022-06-22,1
2001.000078,Research Paper on AI Topic 78,"Author 78, Co-author 78",stat.ML,This is abstract for paper 78 discussing machine learning topics.,2020-07-23,1
2001.000079,Research Paper on AI Topic 79,"Author 79, Co-author 79",stat.ML,This is abstract for paper 79 discussing machine learning topics.,2021-08-24,1
2001.000080,Research Paper on AI Topic 80,"Author 80, Co-author 80",stat.ML,This is abstract for paper 80 discussing machine learning topics.,2022-09-25,1
2001.000081,Research Paper on AI Topic 81,"Author 81, Co-author 81",stat.ML,This is abstract for paper 81 discussing machine learning topics.,2020-10-26,1
2001.000082,Research Paper on AI Topic 82,"Author 82, Co-author 82",stat.ML,This is abstract for paper 82 discussing machine learning topics.,2021-11-27,1
2001.000083,Research Paper on AI Topic 83,"Author 83, Co-author 83",stat.ML,This is abstract for paper 83 discussing machine learning topics.,2022-12-28,1
2001.000084,Research Paper on AI Topic 84,"Author 84, Co-author 84",stat.ML,This is abstract for paper 84 discussing machine learning topics.,2020-01-01,1
2001.000085,Research Paper on AI Topic 85,"Author 85, Co-author 85",stat.ML,This is abstract for paper 85 discussing machine learning topics.,2021-02-02,1
2001.000086,Research Paper on AI Topic 86,"Author 86, Co-author 86",stat.ML,This is abstract for paper 86 discussing machine learning topics.,2022-03-03,1
2001.000087,Research Paper on AI Topic 87,"Author 87, Co-author 87",stat.ML,This is abstract for paper 87 discussing machine learning topics.,2020-04-04,1
2001.000088,Research Paper on AI Topic 88,"Author 88, Co-author 88",stat.ML,This is abstract for paper 88 discussing machine learning topics.,2021-05-05,1
2001.000089,Research Paper on AI Topic 89,"Author 89, Co-author 89",stat.ML,This is abstract for paper 89 discussing machine learning topics.,2022-06-06,1
2001.000090,Research Paper on AI Topic 90,"Author 90, Co-author 90",stat.ML,This is abstract for paper 90 discussing machine learning topics.,2020-07-07,1
2001.000091,Research Paper on AI Topic 91,"Author 91, Co-author 91",math.OC,This is abstract for paper 91 discussing machine learning topics.,2021-08-08,1
2001.000092,Research Paper on AI Topic 92,"Author 92, Co-author 92",math.OC,This is abstract for paper 92 discussing machine learning topics.,2022-09-09,1
2001.000093,Research Paper on AI Topic 93,"Author 93, Co-author 93",math.OC,This is abstract for paper 93 discussing machine learning topics.,2020-10-10,1
2001.000094,Research Paper on AI Topic 94,"Author 94, Co-author 94",math.OC,This is abstract for paper 94 discussing machine learning topics.,2021-11-11,1
2001.000095,Research Paper on AI Topic 95,"Author 95, Co-author 95",math.OC,This is abstract for paper 95 discussing machine learning topics.,2022-12-12,1
2001.000096,Research Paper on AI Topic 96,"Author 96, Co-author 96",math.OC,This is abstract for paper 96 discussing machine learning topics.,2020-01-13,1
2001.000097,Research Paper on AI Topic 97,"Author 97, Co-author 97",math.OC,This is abstract for paper 97 discussing machine learning topics.,2021-02-14,1
2001.000098,Research Paper on AI Topic 98,"Author 98, Co-author 98",math.OC,This is abstract for paper 98 discussing machine learning topics.,2022-03-15,1
2001.000099,Research Paper on AI Topic 99,"Author 99, Co-author 99",math.OC,This is abstract for paper 99 discussing machine learning topics.,2020-04-16,1
2001.0000100,Research Paper on AI Topic 100,"Author 100, Co-author 100",math.OC,This is abstract for paper 100 discussing machine learning topics.,2021-05-17,1
